,AB1_count,AB1_25%,AB1_50%,AB1_75%,AB1_mean,AB2_count,AB2_25%,AB2_50%,AB2_75%,AB2_mean,AF1_count,AF1_25%,AF1_50%,AF1_75%,AF1_mean,AF2_count,AF2_25%,AF2_50%,AF2_75%,AF2_mean,BC_count,BC_25%,BC_50%,BC_75%,BC_mean,CFI_count,CFI_25%,CFI_50%,CFI_75%,CFI_mean,CFR_count,CFR_25%,CFR_50%,CFR_75%,CFR_mean,FM_count,FM_25%,FM_50%,FM_75%,FM_mean,HI_count,HI_25%,HI_50%,HI_75%,HI_mean,HR_count,HR_25%,HR_50%,HR_75%,HR_mean,OT1_count,OT1_25%,OT1_50%,OT1_75%,OT1_mean,RT_count,RT_25%,RT_50%,RT_75%,RT_mean,SL1_count,SL1_25%,SL1_50%,SL1_75%,SL1_mean,SL2_count,SL2_25%,SL2_50%,SL2_75%,SL2_mean,tl_mean,tl_25%,tl_50%,tl_75%,pc_count,pc_mean,pc_25%,pc_50%,pc_75%,totalbal_mean,totalbal_25%,totalbal_50%,totalbal_75%,AB1_perc,AB2_perc,AF1_perc,AF2_perc,BC_perc,CFI_perc,CFR_perc,FM_perc,HI_perc,HR_perc,OT1_perc,RT_perc,SL1_perc,SL2_perc,AB1_tl,AB2_tl,AF1_tl,AF2_tl,BC_tl,CFI_tl,CFR_tl,FM_tl,HI_tl,HR_tl,OT1_tl,RT_tl,SL1_tl,SL2_tl
balance,14613.0,0.0,2715.0,10847.0,7025.527817696571,383442.0,3366.0,9453.0,16791.0,11785.525487557441,52380.0,0.0,4225.0,9676.0,6481.883734249714,398349.0,3644.0,9678.0,17087.0,12019.572282094345,1603910.0,135.0,1149.0,4631.0,4443.601806211072,128029.0,360.0,1542.0,4696.0,3260.6249365378158,516846.0,0.0,0.0,483.0,851.0305777736502,720057.0,70357.0,131375.0,226018.0,180751.97142448445,102291.0,11479.0,26493.0,50629.0,40749.49765864055,216182.0,0.0,20745.0,55247.0,46890.87933315447,431643.0,0.0,434.0,5383.0,8298.384190175677,1410997.0,0.0,0.0,332.0,523.8405120634559,167081.0,6466.0,14000.0,29152.0,24412.940059013294,256124.0,3934.0,10357.0,24110.0,19989.00419328138,6.303077461811563,2.0,5.0,9.0,2121781.0,3.0172501309041793,2.0,3.0,4.0,82812.67060973776,1104.0,15264.0,103881.0,0.006887138682078876,0.18071704855496395,0.02468680792221252,0.1877427500764688,0.7559262713729645,0.06034034615259539,0.2435906438977444,0.33936443016503587,0.048209970774552136,0.10188704677815477,0.20343428468819355,0.6650059549029801,0.07874563868749886,0.12071179824873537,16237,481144,66806,472257,4502948,199457,748025,839057,110399,237090,586919,3936427,543254,633730
balance,14626.0,0.0,2676.0,10948.5,7038.155271434432,384052.0,3349.0,9430.0,16817.0,11791.809892931165,50832.0,0.0,4620.5,9892.0,6671.3784230406045,393429.0,3890.0,9851.0,17281.0,12196.059413515526,1606745.0,144.0,1176.0,4664.0,4450.308773949818,128346.0,364.0,1544.0,4675.0,3259.1502033565516,523215.0,0.0,0.0,466.0,821.2567453150234,720293.0,70426.0,131429.0,225965.0,180721.2510964288,101418.0,11291.25,26328.0,50390.75,40547.601392257784,215920.0,0.0,20557.5,54982.0,46644.089644312706,431314.0,0.0,439.0,5358.0,8262.584237933384,1413273.0,0.0,0.0,337.0,525.8352653733567,165317.0,6500.0,14171.0,29226.0,24516.880859197783,258224.0,4005.0,10449.0,24251.0,20128.822983146416,6.317512940875082,2.0,5.0,9.0,2123504.0,3.017184803984358,2.0,3.0,4.0,82731.7185745824,1113.0,15255.0,103890.25,0.00688767245081714,0.18085767674560538,0.02393779338301223,0.18527349136144788,0.7566479742915483,0.060440667877244406,0.24639228369713453,0.33920020871163886,0.047759740504373906,0.10168099518531634,0.20311428657539612,0.6655381859417265,0.07785104242798695,0.12160278483110934,16252,482815,64431,465476,4529289,200721,759829,837911,110215,236694,587137,3942778,538218,643498
balance,14779.0,0.0,2823.0,11037.5,7152.167805670208,384160.0,3377.0,9467.0,16885.0,11857.875934506455,51249.0,850.0,5938.0,10843.0,7598.423461921208,384484.0,4393.0,10204.0,17664.0,12585.508406071514,1605204.0,146.0,1182.0,4678.0,4449.844203602782,128191.0,375.0,1567.0,4697.0,3291.2268021936015,525234.0,0.0,0.0,464.0,813.5028958521344,717955.0,70342.0,131321.0,225707.5,180501.59224742497,100385.0,11409.0,26372.0,50402.0,40612.22797230662,214917.0,0.0,22011.0,57134.0,48387.13445190469,430409.0,0.0,449.0,5350.0,8274.866571098653,1414427.0,0.0,0.0,339.0,527.446477619559,160598.0,6575.0,14453.0,29625.0,24850.309972726933,261827.0,4096.5,10629.0,24585.0,20361.639685746697,6.310906710745795,2.0,5.0,9.0,2122849.0,3.0119047562968446,2.0,3.0,4.0,82709.27424277469,1115.0,15354.0,103711.0,0.006961870580526453,0.18096435497767388,0.024141613463793232,0.18111698005840265,0.7561555249572626,0.06038630161636555,0.24741938781326417,0.33820351800811077,0.04728786644740158,0.10123989035489571,0.2027506431215786,0.6662871452467887,0.07565210714469094,0.12333755250608969,16458,483490,62912,452187,4507294,200285,764053,833096,108584,235590,584441,3960613,528701,659398
balance,14767.0,0.0,2850.0,11024.5,7172.422834698991,382538.0,3445.0,9529.0,17011.0,11944.603093026053,51373.0,898.0,5953.0,10875.0,7600.963755280011,385125.0,4332.0,10204.0,17745.0,12586.029198312237,1606704.0,148.0,1193.0,4705.0,4460.990958508848,128201.0,389.0,1573.0,4705.0,3280.791031271207,528083.0,0.0,0.0,464.0,834.6713622669164,718771.0,69831.5,130864.0,225079.0,179707.3272878288,99055.0,11622.0,26562.0,50728.0,40859.12290141841,214816.0,0.0,21860.5,56888.0,48208.36008490987,429913.0,0.0,455.0,5315.0,8240.258736069856,1414322.0,0.0,0.0,334.0,526.3573634575437,161733.0,6751.0,14617.0,29864.0,24997.68601336771,259941.0,4190.0,10704.0,24679.0,20509.69851620175,6.318367685277725,2.0,5.0,9.0,2123218.0,3.012098616345566,2.0,3.0,4.0,82504.32376939156,1112.0,15348.0,103475.0,0.006955008859193922,0.18016896993149079,0.02419581974154326,0.18138740346021934,0.7567305853661753,0.06038051674392361,0.24871821923137427,0.3385290629600917,0.046653240505685235,0.1011747262881155,0.20248179885438047,0.6661218961029909,0.07617352528096502,0.12242784301941675,16404,481713,63207,452996,4524069,201821,769898,834508,107007,235449,584031,3956515,537040,650614
balance,14723.0,0.0,2999.0,11060.5,7219.124499083067,383420.0,3484.0,9563.0,17119.25,12019.06534870377,51538.0,1108.0,5999.5,10880.0,7630.06758120222,384661.0,4349.0,10273.0,17875.0,12661.914178978373,1603904.0,153.0,1197.0,4711.0,4464.453315161008,126429.0,426.0,1632.0,4749.0,3324.05189473934,530064.0,0.0,0.0,464.0,835.8018314769537,717121.0,69607.0,130594.0,224726.0,179248.60702866042,98324.0,11501.0,26472.5,50638.5,40803.5027358529,213126.0,0.0,22031.5,57099.5,48391.435033735914,427698.0,0.0,465.0,5288.0,8247.210880106992,1414047.0,0.0,0.0,340.0,529.8715537743795,166250.0,6975.0,14894.0,30312.0,25296.47439398496,255103.0,4324.0,10845.0,24887.5,20676.890189452886,6.313001956925026,2.0,5.0,9.0,2121696.0,3.0100485649216475,2.0,3.0,4.0,82305.61358507533,1115.0,15420.0,103158.25,0.006939259912824457,0.18071391943049334,0.02429094460280832,0.18129882886143914,0.7559537275839706,0.0595886498348491,0.2498303244197095,0.3379942272597017,0.04634217154578224,0.10045077145830505,0.20158307316411023,0.6664701257861635,0.07835712562025851,0.12023541544123192,16334,483328,63582,452660,4511197,199761,774248,832779,105431,230292,580392,3956656,552387,635224
balance,14879.0,0.0,3057.0,11081.5,7252.913502251496,383184.0,3481.0,9566.0,17189.0,12057.396068207441,52037.0,1361.0,6091.0,10905.0,7699.37803870323,382127.0,4488.5,10405.0,18042.0,12811.759260664649,1602550.0,153.0,1180.0,4659.0,4442.97650681726,126733.0,419.0,1604.0,4694.0,3289.9833034805456,531560.0,0.0,0.0,452.0,825.8178286552788,715329.0,69316.0,130288.0,224379.0,178974.23036952227,97449.0,11465.0,26449.0,50817.0,40885.92043017373,212420.0,0.0,21998.0,57095.0,48391.40565389323,426264.0,0.0,467.0,5285.0,8228.442983690858,1415451.0,0.0,0.0,345.0,531.3631033500983,170569.0,3500.0,10146.0,24629.0,20226.42836037029,257329.0,2066.0,8385.0,21030.0,17305.593197812916,6.330839163243935,2.0,5.0,9.0,2122817.0,3.0091529321651374,2.0,3.0,4.0,81237.5225905012,978.0,14330.0,101353.0,0.007009082742412558,0.18050731645733004,0.024513182247928107,0.18000939317896927,0.7549166979537096,0.059700388681643304,0.25040312000516296,0.3369715806873602,0.04590551140300836,0.10006514928041371,0.20080110532372786,0.6667795669622016,0.0803503081047495,0.12122052913652001,16582,483089,64233,449343,4514596,200033,777873,833741,104724,229628,578012,3967428,574459,645472
balance,14824.0,0.0,3050.5,10950.25,7176.931462493254,382656.0,3470.0,9566.0,17249.0,12076.429790725873,52154.0,1414.0,6106.0,10877.0,7683.240710204394,379854.0,4566.0,10502.0,18137.0,12894.537998810069,1606397.0,157.0,1188.0,4669.0,4443.092304704254,125378.0,425.0,1625.0,4694.0,3297.026200768875,542979.0,0.0,0.0,421.0,808.3728173649441,717474.0,68133.0,129279.0,222867.75,177384.59696239865,96739.0,11237.5,26287.0,50605.5,40705.900918967534,211899.0,0.0,22000.0,57049.5,48423.349218259646,423520.0,0.0,470.0,5248.0,8179.07594918776,1417610.0,0.0,0.0,353.0,536.3987556521187,169748.0,7000.0,14750.0,30000.0,25033.153032730872,262126.0,4195.0,10749.0,24923.0,20719.522897385228,6.47916803102781,2.0,5.0,9.0,2122483.0,3.0169183922792313,2.0,3.0,4.0,81691.27405920331,1128.0,15416.0,101908.0,0.006984272665552562,0.18028695636195907,0.024572163828874012,0.17896680444554797,0.7568479935999487,0.059071380077013576,0.2558225436905737,0.33803521630090794,0.04557822135677883,0.09983542859942812,0.19953987852906244,0.6679016981525883,0.07997614115166057,0.12349969351933561,16552,482465,64354,446050,4543637,199001,800412,838363,103964,228894,573534,3991196,706880,756622
balance,14725.0,0.0,3102.0,10987.0,7166.470220713073,381697.0,3472.0,9565.0,17298.0,12099.723786144506,52298.0,1498.25,6133.0,10869.0,7689.573960763318,380472.0,4542.0,10510.0,18174.0,12914.775239702265,1606233.0,186.0,1280.0,4829.0,4529.846699077904,125257.0,434.0,1638.0,4695.0,3297.689414563657,545503.0,0.0,0.0,425.0,804.9311461165199,716223.0,67500.0,128756.0,222235.5,176731.18888390905,95891.0,11191.5,26191.0,50600.0,40664.86359512363,210176.0,0.0,22184.0,57401.75,48626.55060044915,419396.0,0.0,496.0,5295.0,8232.964608627646,1419126.0,0.0,0.0,403.0,562.5377521093969,162462.0,7000.0,14750.0,29759.0,24764.00073247898,267573.0,4238.0,10825.0,25218.0,20990.238047187122,6.490417541927673,2.0,5.0,9.0,2121272.0,3.0156585294106555,2.0,3.0,4.0,81440.39972054503,1195.0,15415.0,101281.25,0.006941589763123258,0.17993779204175608,0.024654075479240756,0.17936030834329592,0.7572027538194065,0.05904806172900034,0.25715844078458583,0.3376384546630512,0.045204481084933947,0.09908017453678736,0.19770967608114376,0.6689976580089682,0.07658706662794776,0.12613799644741458,16456,481206,64530,446608,4547458,200175,805851,839054,103023,226801,568566,4004596,678035,785582
balance,14736.0,0.0,3030.0,10948.25,7151.6301574375675,381869.0,3464.0,9559.0,17355.0,12124.0342604401,52389.0,1632.0,6177.0,10876.0,7714.687968848422,377603.0,4621.0,10594.0,18277.0,13015.56046429716,1604699.0,192.0,1307.0,4915.0,4576.422705441955,125580.0,454.0,1662.0,4684.0,3303.7274725274724,549421.0,0.0,0.0,413.0,795.8822014447937,713735.0,67562.0,128921.0,222473.0,176841.38182238507,95041.0,11196.0,26194.0,50675.0,40758.533664418515,209249.0,0.0,22063.0,57211.0,48527.26421153745,418106.0,0.0,500.0,5316.0,8236.638199403978,1412063.0,0.0,0.0,425.0,579.9358817559839,160076.0,7000.0,14849.5,30093.0,25061.494565081586,268244.0,4418.0,11067.0,25689.0,21296.746257139024,6.458639644290748,2.0,5.0,9.0,2119034.0,3.0121324150532742,2.0,3.0,4.0,81397.02108507934,1202.0,15464.0,101143.0,0.006954112109574457,0.18020900089380348,0.024723057770663425,0.17819581941582815,0.7572785523969885,0.05926285279046962,0.25927899222003986,0.3368209287816996,0.044851097245254205,0.09874735374703757,0.197309717541106,0.6663710917333087,0.07554196865175358,0.1265878697557472,16532,480544,64548,442530,4522838,203245,815058,835179,102062,225880,566785,3957758,670243,782875
balance,14727.0,0.0,2952.0,10888.0,7096.32450600937,381064.0,3465.0,9567.0,17413.0,12154.885378834002,52965.0,1715.0,6180.0,10835.0,7705.568205418673,376155.0,4568.0,10624.0,18338.0,13042.304730762584,1586166.0,140.0,1208.0,4756.0,4484.1630295946325,125521.0,441.0,1628.0,4628.0,3263.1027158802112,552563.0,0.0,0.0,359.0,775.1234990399284,712412.0,67611.0,128939.0,222441.5,176766.97933779893,94212.0,11032.75,26077.5,50548.25,40623.20297838916,208071.0,0.0,21973.0,57149.5,48431.445573866615,415610.0,0.0,500.0,5277.0,8145.107884795842,1410237.0,0.0,0.0,363.0,553.3128069962709,161101.0,7600.0,15804.0,31218.0,26119.25818585856,267979.0,4359.0,11083.0,25721.0,21275.316353147075,6.445967725511982,2.0,5.0,9.0,2111451.0,3.011570242454123,2.0,3.0,4.0,81418.33586334705,1115.0,15594.0,101407.0,0.00697482442168916,0.18047494353409102,0.02508464558258752,0.17815000206019463,0.7512208429179744,0.05944774470257657,0.2616982350052168,0.3374039937464805,0.04461955309405712,0.09854408177125588,0.19683620410798072,0.6678994681856221,0.07629871590673902,0.12691698741765733,16553,478894,65400,440082,4470453,202069,821366,834014,101067,224506,561418,3947737,672665,774121
balance,14543.0,0.0,3145.0,10907.5,7098.704118820051,380950.0,3271.0,9509.0,17441.0,12112.56847355296,53213.0,1867.0,6196.0,10790.0,7708.617988085618,377226.0,4513.0,10633.0,18332.0,13020.66768197314,1584857.0,130.0,1176.0,4669.0,4430.808589670866,124201.0,400.0,1559.0,4537.0,3206.438048002834,554480.0,0.0,0.0,317.0,755.695494878084,711321.0,67816.0,129066.0,222449.0,176830.52017865353,93347.0,10970.0,26043.0,50665.0,40676.110255284046,207337.0,0.0,21769.0,56863.0,48201.52111297067,414633.0,0.0,476.0,5191.0,8095.625898083365,1405667.0,0.0,0.0,348.0,543.4732721192146,160606.0,7722.0,15978.5,31248.0,26166.067955119983,267467.0,4469.0,11231.0,25985.0,21450.54618326747,6.423483213349731,2.0,5.0,9.0,2110844.0,3.008203353729598,2.0,3.0,4.0,81253.52810676677,1092.0,15563.5,101284.0,0.006889661197132521,0.18047283456285731,0.02520934754060461,0.17870861134219299,0.7508167349174074,0.05883949737640489,0.2626816571949419,0.3369841636804994,0.04422259532206075,0.09822469116618755,0.19642995882215833,0.6659265203871059,0.07608615321643854,0.12671092700360614,16360,477927,65872,441991,4469054,198476,825882,831133,100051,223748,556977,3911803,670773,768924
balance,13613.0,0.0,4246.0,11573.0,7567.24241533828,378553.0,3375.0,9607.0,17563.0,12213.528990656527,53545.0,2014.0,6210.0,10793.0,7718.700756373144,381973.0,4453.0,10609.0,18331.0,12995.527484926944,1582487.0,136.0,1193.0,4671.0,4418.255553442145,124234.0,390.0,1552.0,4557.0,3204.702239322569,554865.0,0.0,0.0,309.0,748.9516639182503,710153.0,68019.0,129036.0,222307.0,176752.50592196328,92370.0,10693.0,25846.5,50532.75,40387.845371873984,206561.0,0.0,21601.0,56668.0,48067.43751240554,411810.0,0.0,464.0,5217.0,7608.151684029042,1409480.0,0.0,0.0,345.0,539.79356216477,145421.0,7781.0,16285.0,31838.0,26645.967384353018,265803.0,4226.0,10957.0,25615.5,21153.24500852135,6.390649722033261,2.0,5.0,9.0,2106547.0,3.0053295748919915,2.0,3.0,4.0,80929.34899529895,1066.0,15354.0,101236.0,0.00646223416804847,0.1797030875646259,0.025418374239929136,0.18132659750767488,0.7512232103057753,0.05897518545752836,0.2634002469444071,0.3371170925690241,0.043849009777612365,0.09805667758659076,0.19549053498450308,0.6690949691604318,0.06903287702576776,0.12617947760007253,15273,475484,66388,448622,4453234,198555,828087,828986,99205,223458,553574,3924146,584581,762611
balance,13722.0,0.0,4135.0,11458.25,7470.048316571928,379543.0,3349.5,9616.0,17627.0,12239.945123477446,54471.0,2079.0,6207.0,10754.0,7695.009711589653,384285.0,4380.0,10648.0,18426.0,13023.465659601598,1579880.0,139.0,1194.0,4624.0,4396.359077904651,123966.0,395.0,1569.0,4579.0,3222.3406982559736,557867.0,0.0,0.0,301.0,722.9036060566408,709492.0,67690.75,128799.5,222000.0,176351.07920596708,91600.0,10487.5,25675.0,50354.5,40265.22471615721,205827.0,0.0,21427.0,56491.0,47977.312364267076,410342.0,0.0,465.0,5237.0,7632.659937320576,1414838.0,0.0,0.0,359.0,560.5669581959206,144687.0,8000.0,16500.0,32275.0,27044.902403118456,266126.0,3974.0,10727.0,25403.0,20991.1793661649,6.414486267999567,2.0,5.0,9.0,2105884.0,3.009019490152354,2.0,3.0,4.0,80739.43717650165,1068.0,15344.0,100965.0,0.006516028423217993,0.18022977523928194,0.02586609708796876,0.18248156118760578,0.750221759603093,0.05886649027201878,0.2649087034233604,0.3369093454340315,0.04349717268377556,0.0977390017683785,0.19485498726425576,0.671849921458162,0.06870606358184972,0.1263725827253543,15483,477194,67726,452223,4436632,197034,834537,828967,98327,222694,551560,3965748,586716,773323
balance,13622.0,0.0,4238.0,11490.25,7522.986492438702,378921.0,3431.0,9688.0,17761.0,12333.138041966531,55112.0,2149.0,6208.0,10751.0,7703.643779939033,384614.0,4401.0,10727.0,18548.0,13098.125754652716,1578983.0,151.0,1230.0,4676.0,4415.687794612101,123892.0,402.0,1583.0,4584.0,3246.1885593904367,557400.0,0.0,0.0,300.0,671.2291334768569,709277.0,67624.0,128797.0,221961.0,176149.48485852496,90896.0,10412.0,25607.5,50268.5,40281.723013113886,194518.0,85.0,22684.0,58355.5,49323.224087231,417708.0,0.0,467.0,5391.0,8014.719904813889,1417410.0,0.0,0.0,364.0,567.584594436331,155004.0,8257.0,16909.0,32787.25,27390.410628112822,273971.0,4281.0,11154.0,26126.0,21592.67539995109,6.472374055965012,2.0,5.0,9.0,2109032.0,3.0114896312621147,2.0,3.0,4.0,80840.33248570908,1136.0,15756.0,101116.25,0.006458887299955619,0.17966583721821194,0.026131419532752467,0.18236517985502354,0.7486766440717827,0.05874353731949065,0.2642918647038072,0.3363045226435635,0.043098445163468356,0.09223093817448004,0.19805673882615343,0.672066616343422,0.07349532866262816,0.1299036714473749,15287,477100,68792,452820,4424832,197676,833523,830488,97658,206884,566468,3995040,658168,825708
balance,13688.0,0.0,4245.5,11463.5,7543.731881940385,377564.0,3479.0,9736.0,17855.0,12402.936039982626,55939.0,2162.5,6224.0,10764.0,7732.054398541268,382496.0,4566.0,10905.0,18729.0,13279.368730653392,1576161.0,152.0,1232.0,4673.0,4410.6301190043405,123814.0,420.0,1614.0,4601.0,3262.8886797938844,556580.0,0.0,0.0,306.0,670.7095961047828,707724.0,67110.75,128296.0,221052.0,175170.5245575959,89685.0,10621.0,25748.0,50512.0,40495.90129899091,193471.0,151.5,22771.0,58499.5,49463.2825849869,417110.0,0.0,471.0,5409.0,8030.398261849392,1418307.0,0.0,0.0,346.0,559.9412151247932,149918.0,8395.0,17000.0,32999.0,27599.86838138182,285624.0,4186.0,11012.5,25954.0,21450.901888496766,6.4826221162038475,2.0,5.0,9.0,2110326.0,3.0081044350493715,2.0,3.0,4.0,80371.21041535762,1137.0,15770.0,100410.75,0.006486201657942896,0.17891264193304732,0.02650727897016859,0.18124972160699343,0.7468803398147964,0.058670556113131336,0.26374124187447817,0.33536240372340576,0.04249817326801641,0.09167825255434468,0.1976519267639218,0.672079574435419,0.07104020895349818,0.1353459133802076,15389,475274,69988,449853,4414082,198505,833947,828416,96228,205125,566504,4014118,637819,875198
balance,13661.0,0.0,4190.0,11404.0,7504.694751482322,377420.0,3519.0,9804.0,17986.0,12492.191590270786,56905.0,2131.0,6207.0,10776.0,7719.328459713558,386401.0,4535.0,10944.0,18800.0,13389.745663184101,1574337.0,163.0,1256.0,4721.0,4433.165518564323,124006.0,429.0,1624.0,4590.0,3249.2884295921167,558825.0,0.0,0.0,300.0,668.0558958529057,705657.0,67497.0,128534.0,221226.0,175651.01947830178,89009.0,10685.0,25764.0,50476.0,40515.88264108124,192642.0,202.0,22802.5,58513.75,49556.144371424714,416497.0,0.0,489.0,5454.0,8039.944318926667,1420444.0,0.0,0.0,352.0,561.9232859584749,150093.0,8397.0,17092.0,33221.0,27707.837500749534,285907.0,4006.0,10793.0,25613.0,21233.595361428717,6.511697664162139,2.0,5.0,9.0,2110977.0,3.0089404100565758,2.0,3.0,4.0,80372.5392796795,1150.0,15821.0,100270.0,0.006471411104905454,0.17878925255935996,0.02695671246062842,0.18304368072224378,0.7457859559815194,0.058743415963319355,0.26472339584941,0.33427981451242716,0.04216483647145374,0.09125727092242122,0.19730058641093673,0.672884640619012,0.07110120100787455,0.13543823547106387,15344,475610,71405,455499,4410859,199328,839339,826447,95485,204276,566075,4061562,646101,878714
balance,13759.0,0.0,4064.0,11267.5,7426.91947089178,378365.0,3550.0,9863.0,18111.0,12584.191812139072,57715.0,2110.0,6201.0,10746.0,7687.633336221086,388185.0,4540.0,11010.0,18879.0,13360.270687945182,1575790.0,166.0,1259.0,4720.0,4439.806113758813,124054.0,440.0,1635.0,4576.0,3247.0943137665854,561054.0,0.0,0.0,300.0,663.4049182431637,704968.0,66998.0,128117.5,220860.25,175182.95686045324,88331.0,10469.0,25549.0,50277.5,40357.39998415053,191655.0,50.0,22494.0,57995.5,49156.427726905116,409714.0,0.0,518.0,5653.0,8142.726809432921,1419044.0,0.0,0.0,357.0,564.5877548546769,154000.0,8250.0,17150.0,33456.5,27749.68268831169,284836.0,4222.0,10993.0,25870.25,21438.644855285147,6.508839755211875,2.0,5.0,9.0,2113011.0,3.005885913513938,2.0,3.0,4.0,80106.70680654289,1160.0,15855.0,99713.0,0.006511560990453907,0.17906437780021023,0.027314102955450777,0.1837117743352969,0.7457557012244612,0.05870958551564568,0.2655234639100317,0.33363195932250234,0.04180337915893481,0.09070232005417861,0.1939005523397654,0.6715743552683824,0.07288177865614519,0.13480100198247902,15485,477524,72498,458459,4419997,199577,844523,826531,94756,203218,554206,4057838,667465,861173
balance,13718.0,0.0,3898.5,11112.5,7390.139160227438,379159.0,3612.0,9952.0,18227.0,12671.92202215957,58772.0,2023.0,6133.0,10647.0,7653.239740012251,389684.0,4466.0,11028.0,18901.0,13355.710378152555,1580768.0,161.0,1229.0,4644.0,4405.089742454301,124868.0,445.0,1645.0,4590.0,3250.4713457411026,564513.0,0.0,0.0,291.0,657.978225479307,705589.0,67413.0,128620.0,221731.0,175907.36080494453,87656.0,10152.25,25299.0,49976.25,40103.73803276444,193661.0,0.0,21995.0,57198.0,48590.65964236475,406887.0,0.0,506.0,5477.5,7892.31816696036,1422936.0,0.0,0.0,358.0,564.150903484064,159103.0,8226.0,16978.0,33203.0,27592.88410023695,281224.0,4616.0,11434.0,26640.0,22090.994019002646,6.52855297920213,2.0,5.0,9.0,2117765.0,3.007197682462407,2.0,3.0,4.0,80255.12958897706,1149.0,15910.0,99868.0,0.006477583679020099,0.17903733417069412,0.027751898817857504,0.18400719626587464,0.7464322056507686,0.058962160579667716,0.2665607373811542,0.33317624948943814,0.0413908058731729,0.09144593474724533,0.19213038273840582,0.6719045786477725,0.075127788021806,0.1327928263995297,15437,477921,73882,460179,4450908,200371,851978,829581,93968,205364,549475,4065743,692324,858810
